Time,Subject,Content,Medium,Direction
2021-10-08 19:46:57,,Okay! Thank you!,intercom_text,out
2021-10-08 19:46:22,,"Sorry I just got the gate call, would you mind trying the pin again? I messed up!",intercom_text,out
2021-10-08 19:46:22,,"Sorry I just got the gate call, would you mind trying the pin again? I messed up!",intercom_text,out
2021-10-08 19:44:44,,Any of the doors should have the keypad on it for the PIN number,intercom_text,out
2021-10-08 19:44:44,,Any of the doors should have the keypad on it for the PIN number,intercom_text,out
2021-10-08 19:44:07,,Do you see the loading bay? It should allow loading,intercom_text,out
2021-10-08 19:44:07,,Do you see the loading bay? It should allow loading,intercom_text,out
2021-10-08 19:43:34,,"I am sick today which is why I’m ordering food, so it would be great if you could bring it 😭",intercom_text,out
2021-10-08 19:43:34,,"I am sick today which is why I’m ordering food, so it would be great if you could bring it 😭",intercom_text,out
2021-10-08 19:42:57,,There should be a loading zone area for temporary parking!,intercom_text,out
2021-10-08 19:42:57,,There should be a loading zone area for temporary parking!,intercom_text,out
2021-10-08 19:39:57,,Let me know if there’s issues. Thanks!,intercom_text,out
2021-10-08 19:39:57,,Let me know if there’s issues. Thanks!,intercom_text,out
2021-10-08 19:39:45,,I’m on the second floor once inside the building,intercom_text,out
2021-10-08 19:39:45,,I’m on the second floor once inside the building,intercom_text,out
2021-10-08 19:39:31,,I see that you’re still 3 min away on the map! There should be some doors with a keypad on them and #218 should allow the door to open!,intercom_text,out
2021-10-08 19:39:31,,I see that you’re still 3 min away on the map! There should be some doors with a keypad on them and #218 should allow the door to open!,intercom_text,out
2021-10-08 19:37:08,,It should be #218,intercom_text,out
2021-10-08 19:37:08,,It should be #218,intercom_text,out
2021-10-08 19:36:55,,Oh are you here already? Is the gate code not working?,intercom_text,out
2021-10-08 19:36:55,,Oh are you here already? Is the gate code not working?,intercom_text,out
2021-10-08 19:35:04,,Hello!,intercom_text,out
2021-10-08 19:35:04,,Hello!,intercom_text,out
2021-10-05 17:29:09,,Haha got it! Thank you!!,intercom_text,out
2021-10-05 17:29:09,,Haha got it! Thank you!!,intercom_text,out
2021-10-05 17:27:50,,Hello! Were you able to get into the building?,intercom_text,out
2021-10-05 17:27:50,,Hello! Were you able to get into the building?,intercom_text,out
2021-10-05 17:11:06,,Thank you!!,intercom_text,out
2021-10-05 17:11:06,,Thank you!!,intercom_text,out
2021-10-03 01:18:14,,Thank you! Be right out!,intercom_text,out
2021-10-03 01:18:14,,Thank you! Be right out!,intercom_text,out
2021-10-03 01:14:05,,Hello! Would you mind picking us up in front of Terra (Eataly)? Terra (469) 759-2800 https://goo.gl/maps/GcgABbCj3CsZpBV5A,intercom_text,out
2021-10-03 01:14:05,,Hello! Would you mind picking us up in front of Terra (Eataly)? Terra (469) 759-2800 https://goo.gl/maps/GcgABbCj3CsZpBV5A,intercom_text,out
2021-10-02 21:32:18,,"Hello! We are at the Lute Hondy Ryley, next to a big sign that says “Service Center”",intercom_text,out
2021-10-02 21:32:18,,"Hello! We are at the Lute Hondy Ryley, next to a big sign that says “Service Center”",intercom_text,out
2021-09-21 02:48:49,,Just paying the bill!,intercom_text,out
2021-09-21 02:48:49,,Just paying the bill!,intercom_text,out
2021-09-21 02:48:29,,We will be out in 2 min!,intercom_text,out
2021-09-21 02:48:29,,We will be out in 2 min!,intercom_text,out
2021-09-19 23:07:21,,Hola! We are right in front of the Monzon Brewery,intercom_text,out
2021-09-19 23:07:21,,Hola! We are right in front of the Monzon Brewery,intercom_text,out
2021-09-17 03:20:46,,We are at Tintoque,intercom_text,out
2021-09-17 03:20:46,,We are at Tintoque,intercom_text,out
2021-09-17 03:20:36,,Hello we are coming out now!,intercom_text,out
2021-09-17 03:20:36,,Hello we are coming out now!,intercom_text,out
2021-09-12 01:03:14,,Sorry for the wait! The checking out took longer than expected! We will be out in 2 min!,intercom_text,out
2021-09-12 01:03:14,,Sorry for the wait! The checking out took longer than expected! We will be out in 2 min!,intercom_text,out
2021-09-12 00:59:36,,We will be right out!,intercom_text,out
2021-09-12 00:59:36,,We will be right out!,intercom_text,out
2021-09-11 23:21:50,,"Hello, we are in front of the whale water statue",intercom_text,out
2021-09-11 23:21:50,,"Hello, we are in front of the whale water statue",intercom_text,out
2021-09-11 23:16:58,,We are at the mall,intercom_text,out
2021-09-11 23:16:58,,We are at the mall,intercom_text,out
2021-07-14 22:49:02,,"Great, thanks!",intercom_text,out
2021-07-14 22:49:02,,"Great, thanks!",intercom_text,out
2021-07-01 23:01:01,,Hello did you just send a message? Sorry it’s not showing it for some reason!,intercom_text,out
2021-07-01 23:01:01,,Hello did you just send a message? Sorry it’s not showing it for some reason!,intercom_text,out
2021-07-01 23:01:01,,Hello did you just send a message? Sorry it’s not showing it for some reason!,intercom_text,out
2021-06-05 21:56:09,,Hello! We are on the back side of the block of buildings,intercom_text,out
2021-06-05 21:56:09,,Hello! We are on the back side of the block of buildings,intercom_text,out
2021-06-04 08:02:36,,Be right there,intercom_text,out
2021-06-04 08:02:36,,Be right there,intercom_text,out
2021-06-02 03:20:19,,"If not, would you mind trying the pin again?",intercom_text,out
2021-06-02 03:20:19,,"If not, would you mind trying the pin again?",intercom_text,out
